City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Dingle,PH,11.0,122.67,75.87,88,100,3.4,overcast clouds
361,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,79.63,58,88,4.32,overcast clouds
362,Vao,NC,-22.67,167.48,67.53,91,99,19.82,overcast clouds
363,Pombas,CV,17.15,-25.02,86.0,70,20,8.05,few clouds
364,Arlit,NE,18.74,7.39,94.71,28,64,6.4,broken clouds
365,Manaus,BR,-3.1,-60.02,89.6,66,75,8.05,broken clouds
366,Kutoarjo,ID,-7.72,109.91,74.46,88,83,3.49,broken clouds
367,Taksimo,RU,56.34,114.88,53.29,74,100,1.81,overcast clouds
368,Gladstone,AU,-23.85,151.25,55.4,71,0,8.05,clear sky
369,La Ronge,CA,55.1,-105.28,59.0,82,75,9.17,broken clouds
370,Whitehorse,CA,60.72,-135.05,46.4,93,90,2.35,light rain
371,Elat,IL,29.56,34.95,95.0,34,0,16.11,clear sky
372,Cap Malheureux,MU,-19.98,57.61,72.0,74,0,5.01,clear sky
373,Pella,RU,59.78,30.82,57.99,99,98,3.31,overcast clouds
374,Bonthe,SL,7.53,-12.51,77.34,84,100,10.65,light rain
375,Hamilton,US,39.18,-84.53,84.99,70,75,11.41,thunderstorm
376,Atakpame,TG,7.53,1.13,73.9,91,77,4.99,light rain
377,La Cruz,MX,23.92,-106.9,81.03,81,95,17.47,overcast clouds
378,George Town,MY,5.41,100.34,82.4,88,20,1.68,few clouds
379,Ambon,ID,-3.7,128.18,79.0,88,40,6.93,scattered clouds
380,Potosi,BO,-19.58,-65.75,65.44,21,0,17.18,clear sky
381,Howard Springs,AU,-12.5,131.05,71.6,68,0,2.24,clear sky
382,Siguiri,GN,11.67,-9.5,74.61,89,100,3.51,overcast clouds
383,Dalvik,IS,65.97,-18.53,55.4,58,75,8.05,broken clouds
384,Russell,US,32.35,-85.2,87.8,66,20,4.7,few clouds
385,Ciudad Bolivar,VE,8.12,-63.55,90.12,58,44,7.05,scattered clouds
386,Starkville,US,33.45,-88.82,89.01,74,40,12.75,scattered clouds
387,Vichy,FR,46.25,3.58,66.99,72,90,9.17,overcast clouds
388,Cairns,AU,-16.92,145.77,69.8,64,40,13.87,scattered clouds
389,Oga,IT,46.46,10.35,59.0,100,75,3.36,moderate rain
390,Fortuna,US,40.6,-124.16,59.0,93,20,5.82,few clouds
391,Cabedelo,BR,-6.98,-34.83,84.2,66,40,13.87,scattered clouds
392,Shelburne,CA,44.08,-80.2,79.0,60,40,6.93,scattered clouds
393,Todos Santos,MX,23.45,-110.22,75.99,89,100,7.25,overcast clouds
394,Chernyshevskiy,RU,63.01,112.47,49.39,58,100,6.73,overcast clouds
395,Alofi,NU,-19.06,-169.92,73.4,73,97,13.87,overcast clouds
396,Mirador,BR,-6.37,-44.36,99.43,18,43,7.07,scattered clouds
397,Belmonte,BR,-15.86,-38.88,77.0,69,20,10.29,few clouds
398,Midyat,TR,37.42,41.34,80.6,34,0,2.24,clear sky
399,Qui Nhon,VN,13.77,109.23,80.02,75,93,5.41,overcast clouds
400,Bodden Town,KY,19.28,-81.25,89.6,79,20,5.82,few clouds
401,Voskresenskoye,RU,56.84,45.43,60.12,94,49,4.74,scattered clouds
402,Turukhansk,RU,65.82,87.98,53.24,88,99,2.1,overcast clouds
403,Ola,RU,59.58,151.28,45.52,69,81,10.29,broken clouds
404,Shenjiamen,CN,29.96,122.3,79.5,89,93,7.38,overcast clouds
405,Christchurch,NZ,-43.53,172.63,46.99,65,75,4.7,broken clouds
406,Moncao,PT,42.08,-8.48,70.0,68,40,11.41,scattered clouds
407,Paramirim,BR,-13.44,-42.24,88.39,25,6,11.39,clear sky
408,Kudat,MY,6.88,116.85,77.0,100,40,3.36,scattered clouds
409,Kajaani,FI,64.23,27.73,55.4,76,20,4.7,few clouds
410,Caravelas,BR,-17.71,-39.25,77.43,60,0,6.35,clear sky
411,Bereda,ES,43.27,-7.54,69.01,66,55,8.99,broken clouds
412,Dwarka,IN,22.24,68.97,82.36,84,100,14.5,overcast clouds
413,Najran,SA,17.49,44.13,93.2,18,40,4.7,scattered clouds
414,Filimonovo,RU,56.2,95.46,54.86,93,92,5.12,overcast clouds
415,Berlevag,NO,70.86,29.09,46.4,70,40,14.99,scattered clouds
416,Puerto Penasco,MX,31.32,-113.53,90.0,77,77,11.99,broken clouds
417,Quelimane,MZ,-17.88,36.89,77.0,88,6,5.82,clear sky
418,Shizunai,JP,42.33,142.37,71.94,87,52,0.89,broken clouds
419,Erdenet,MN,49.03,104.08,48.36,92,98,0.92,overcast clouds
420,Yuancheng,CN,36.65,107.79,67.21,68,2,8.23,clear sky
421,Port Keats,AU,-14.25,129.55,69.73,32,6,11.1,clear sky
422,Pangody,RU,65.85,74.49,56.64,80,35,6.26,scattered clouds
423,Nowy Dwor Gdanski,PL,54.21,19.12,64.99,82,20,10.29,few clouds
424,Praxedis Guerrero,MX,31.37,-106.02,93.0,17,20,7.16,few clouds
425,Santo Augusto,BR,-27.85,-53.78,80.6,54,9,10.29,clear sky
426,Rivadavia,AR,-33.19,-68.46,66.2,29,2,3.36,clear sky
427,Marsh Harbour,BS,26.54,-77.06,85.21,73,89,7.11,light rain
428,Devavanya,HU,47.03,20.97,80.6,39,31,9.17,scattered clouds
429,Voh,NC,-20.97,164.7,66.15,89,92,7.09,overcast clouds
430,Tilichiki,RU,60.47,166.1,42.22,90,100,8.66,overcast clouds
431,Hungund,IN,16.07,76.05,75.07,80,100,13.0,overcast clouds
432,Severnyy,RU,50.68,36.55,64.4,77,39,6.71,scattered clouds
433,Nizhneudinsk,RU,54.91,99.03,51.21,83,91,1.68,overcast clouds
434,Horki,BY,54.29,30.98,54.23,87,78,7.27,broken clouds
435,Pangoa,PE,-12.12,-73.0,90.45,36,7,5.06,clear sky
436,Skibbereen,IE,51.55,-9.27,62.6,55,40,20.8,scattered clouds
437,Swan River,CA,52.11,-101.27,63.48,66,8,14.54,clear sky
438,Vestmannaeyjar,IS,63.44,-20.27,51.8,87,75,20.8,broken clouds
439,Longyearbyen,SJ,78.22,15.64,33.8,91,90,5.82,sleet
440,Camacha,PT,33.08,-16.33,75.2,69,40,16.11,scattered clouds
441,Jinchang,CN,38.5,102.17,68.59,32,100,13.82,overcast clouds
442,Victor Harbor,AU,-35.57,138.62,53.01,62,0,7.72,clear sky
443,Abu Kamal,SY,34.45,40.92,88.88,17,0,5.97,clear sky
444,Atasu,KZ,48.68,71.64,64.2,48,0,8.97,clear sky
445,Northam,GB,51.03,-4.22,59.0,88,80,11.99,light rain
446,Newport,GB,51.59,-3.0,59.0,95,99,1.99,light rain
447,Urumqi,CN,43.8,87.6,62.6,67,36,6.71,scattered clouds
448,Tondano,ID,1.3,124.91,75.2,94,20,1.12,few clouds
449,Mandalgovi,MN,45.76,106.27,53.22,74,81,7.4,broken clouds
450,Kruisfontein,ZA,-34.0,24.73,55.99,66,1,1.01,clear sky
451,Arinos,BR,-15.92,-46.11,91.62,21,0,5.93,clear sky
452,Quechultenango,MX,17.42,-99.22,84.97,58,2,2.21,clear sky
453,Kamaishi,JP,39.27,141.88,78.57,84,0,2.48,clear sky
454,Assai,BR,-23.37,-50.84,87.8,27,0,8.05,clear sky
455,Atikokan,CA,48.76,-91.62,58.84,96,100,5.37,overcast clouds
456,Chimore,BO,-16.98,-65.13,97.93,24,63,5.46,broken clouds
457,Punta Alta,AR,-38.88,-62.07,62.71,51,26,11.81,scattered clouds
458,Riyadh,SA,24.69,46.72,96.8,11,3,9.17,clear sky
459,San-Pedro,CI,4.75,-6.64,77.09,83,85,9.64,overcast clouds
460,Muyezerskiy,RU,63.93,31.65,49.23,89,20,5.3,few clouds
461,Hokitika,NZ,-42.72,170.97,50.07,88,69,2.59,broken clouds
462,Sibut,CF,5.72,19.07,72.99,93,96,2.68,moderate rain
463,Touros,BR,-5.2,-35.46,84.2,62,40,14.99,scattered clouds
464,Opuwo,NA,-18.06,13.84,65.14,27,24,10.42,few clouds
465,Caraballeda,VE,10.61,-66.85,82.99,55,16,10.49,few clouds
466,Padang,ID,-0.95,100.35,77.81,79,75,3.87,broken clouds
467,Daru,PG,-9.08,143.21,76.19,87,100,19.46,light rain
468,Mahebourg,MU,-20.41,57.7,73.4,73,75,10.29,broken clouds
469,Paramonga,PE,-10.67,-77.83,67.35,68,37,11.9,scattered clouds
470,Dzerzhinskoye,RU,56.83,95.23,53.2,96,89,4.21,overcast clouds
471,Bria,CF,6.54,21.99,72.07,94,100,2.24,light rain
472,Smidovich,RU,48.6,133.82,59.0,65,90,19.48,overcast clouds
473,Port-Cartier,CA,50.03,-66.87,61.0,51,75,14.99,broken clouds
474,Poso,ID,-1.4,120.75,77.85,71,30,7.81,scattered clouds
475,Inzer,RU,54.22,57.56,62.17,69,87,3.69,overcast clouds
476,Carroll,US,39.55,-77.02,88.0,59,97,1.99,overcast clouds
477,Buala,SB,-8.14,159.59,80.26,78,100,5.17,light rain
478,Vitorino Freire,BR,-4.07,-45.17,97.74,30,73,5.37,broken clouds
479,Thinadhoo,MV,0.53,72.93,80.06,80,100,15.03,overcast clouds
480,Sandnessjoen,NO,66.02,12.63,53.6,71,20,9.17,few clouds
481,Sabinas,MX,27.85,-101.12,97.54,34,0,7.27,clear sky
482,Ust-Maya,RU,60.42,134.53,41.22,67,0,2.91,clear sky
483,Cafelandia,BR,-21.8,-49.61,90.48,21,0,5.82,clear sky
484,Peace River,CA,56.25,-117.29,57.2,71,90,4.7,overcast clouds
485,Nerchinskiy Zavod,RU,51.31,119.61,49.08,83,100,5.66,overcast clouds
486,Abu Dhabi,AE,24.47,54.37,98.6,60,96,9.17,overcast clouds
487,Yumen,CN,40.28,97.2,59.32,49,100,14.94,overcast clouds
488,Dongsheng,CN,39.82,109.98,67.77,40,30,6.04,scattered clouds
489,Raudeberg,NO,61.99,5.14,57.0,81,1,21.18,clear sky
490,Lypova Dolyna,UA,50.56,33.8,58.6,84,78,7.09,broken clouds
491,Viedma,AR,-40.81,-63.0,61.0,39,53,3.0,broken clouds
492,Mattru,SL,7.62,-11.83,75.6,89,100,4.52,light rain
493,Te Anau,NZ,-45.42,167.72,37.87,85,37,4.92,scattered clouds
494,Moron,AR,-34.65,-58.62,66.99,82,37,5.01,scattered clouds
495,Rochegda,RU,62.8,43.25,55.45,69,99,8.48,light rain
496,Ahipara,NZ,-35.17,173.17,51.84,86,7,7.23,clear sky
497,San Patricio,MX,19.22,-104.7,82.4,78,75,5.12,broken clouds
498,Oytal,KZ,42.91,73.27,64.9,40,0,3.94,clear sky
499,Palana,RU,59.12,159.97,40.14,80,3,3.49,clear sky
500,Baykit,RU,61.67,96.37,51.21,86,15,1.16,few clouds
501,Kasongo,CD,-4.45,26.67,80.82,53,19,1.23,few clouds
502,Banjar,ID,-8.19,114.97,78.8,100,75,16.11,broken clouds
503,Okato,NZ,-39.2,173.88,48.99,91,84,7.0,light rain
504,Muroto,JP,33.28,134.15,82.18,76,0,5.59,clear sky
505,Ternate,ID,0.8,127.4,79.41,79,51,3.38,broken clouds
506,Bridgetown,BB,13.1,-59.62,87.8,70,40,19.46,scattered clouds
507,Port Macquarie,AU,-31.43,152.92,46.99,81,0,7.09,clear sky
508,Krasnoyarka,RU,55.33,73.12,62.6,59,58,2.24,broken clouds
509,Raga,SS,8.46,25.68,73.62,83,95,1.83,light rain
510,Labuhan,ID,-6.88,112.21,77.09,83,26,8.55,scattered clouds
511,Vestmanna,FO,62.16,-7.17,50.0,76,92,11.41,overcast clouds
512,Kisangani,CD,0.52,25.2,73.29,92,83,1.3,light rain
513,Ancud,CL,-41.87,-73.82,46.99,65,40,9.17,scattered clouds
514,Zhigansk,RU,66.77,123.37,51.66,64,93,5.48,overcast clouds
515,Meadow Lake,US,34.8,-106.54,86.0,20,1,6.44,clear sky
516,Puerto Escondido,MX,15.85,-97.07,84.2,51,90,3.36,overcast clouds
517,San Ramon,US,37.78,-121.98,72.0,64,1,3.69,haze
518,Denpasar,ID,-8.65,115.22,78.8,100,75,16.11,broken clouds
519,Evinayong,GQ,1.44,10.55,68.47,97,98,3.22,light rain
520,Yatou,CN,37.15,122.38,70.25,92,95,1.72,overcast clouds
521,Santa Barbara,US,34.42,-119.7,66.2,82,75,5.82,broken clouds
522,Otukpo,NG,7.19,8.13,73.44,95,98,7.36,moderate rain
523,Yerbogachen,RU,61.28,108.01,57.16,58,100,4.07,overcast clouds
524,Turtas,RU,58.94,69.13,57.45,94,89,3.6,overcast clouds
525,Namatanai,PG,-3.67,152.43,77.58,82,99,6.55,overcast clouds
526,Moree,AU,-29.47,149.85,35.6,80,0,5.82,clear sky
527,Kloulklubed,PW,7.04,134.26,77.0,88,75,6.38,broken clouds
528,Pacaembu,BR,-21.56,-51.26,92.12,17,0,5.55,clear sky
529,Craig,US,40.52,-107.55,71.6,37,1,4.7,clear sky
530,Alexandria,EG,31.22,29.96,82.4,74,40,12.75,scattered clouds
531,Sola,VU,-13.88,167.55,79.97,84,100,19.22,overcast clouds
532,Lavrentiya,RU,65.58,-171.0,48.31,80,92,3.87,overcast clouds
533,Nalut,LY,30.33,10.85,88.72,18,0,7.34,clear sky
534,Ust-Nera,RU,64.57,143.2,35.06,83,14,3.38,few clouds
535,Zheleznodorozhnyy,RU,55.75,38.0,64.4,88,40,2.24,scattered clouds
536,Palimbang,PH,6.21,124.19,78.84,76,96,3.65,overcast clouds
537,Guerrero Negro,MX,27.98,-114.06,89.11,44,14,6.15,few clouds
538,Fairbanks,US,64.84,-147.72,50.0,100,90,3.36,mist
539,Arona,ES,28.1,-16.68,93.0,29,7,28.86,clear sky
540,Kahului,US,20.89,-156.47,78.8,61,40,16.11,scattered clouds
541,Volksrust,ZA,-27.37,29.88,59.13,47,70,7.52,broken clouds
542,Vanimo,PG,-2.67,141.3,79.47,84,100,6.11,overcast clouds
543,Grand Gaube,MU,-20.01,57.66,72.0,74,0,5.01,clear sky
544,Cartagena Del Chaira,CO,1.33,-74.84,95.54,42,34,1.61,scattered clouds
545,Abu Samrah,SY,35.3,37.18,79.88,53,0,6.78,clear sky
546,Santa Cruz Del Norte,CU,23.15,-81.92,89.6,66,20,10.29,few clouds
547,Aswan,EG,24.09,32.91,89.83,19,0,8.41,clear sky
548,Langxiang,CN,46.95,128.88,60.3,93,100,5.97,moderate rain
549,Tricase,IT,39.93,18.36,84.99,78,5,9.33,clear sky
550,Moerai,PF,-22.43,-151.33,70.99,85,74,16.82,broken clouds
551,Ruteng,ID,-8.61,120.47,58.93,100,9,2.1,clear sky
552,Saint-Joseph,RE,-21.37,55.62,73.4,69,75,4.7,broken clouds
553,Harrisburg,US,40.27,-76.88,87.8,55,75,8.05,broken clouds
554,Sambava,MG,-14.27,50.17,72.57,77,8,13.2,clear sky
555,Adre,TD,13.47,22.2,78.33,67,89,3.71,light rain
556,Kyzyl,RU,51.7,94.45,57.83,66,100,4.23,overcast clouds
557,Rongcheng,CN,30.63,117.85,71.01,88,12,1.32,light rain
558,Tripoli,LY,32.88,13.19,80.92,68,0,14.79,clear sky
559,Carutapera,BR,-1.2,-46.02,84.67,69,88,9.93,overcast clouds
560,Chavantes,BR,-23.04,-49.71,83.34,37,0,3.78,clear sky
561,Rio Brilhante,BR,-21.8,-54.55,90.03,26,0,6.42,clear sky
562,Kamenka,RU,51.32,42.77,63.05,79,100,7.83,moderate rain
563,Bemidji,US,47.47,-94.88,75.0,73,75,13.87,broken clouds
564,Kuroishi,JP,40.64,140.59,77.0,90,1,2.57,clear sky
565,Chongwe,ZM,-15.33,28.68,73.9,32,79,4.59,broken clouds
566,Rafaela,AR,-31.25,-61.49,70.12,73,100,3.02,overcast clouds
567,San Jeronimo,PE,-11.95,-75.28,67.51,24,0,3.29,clear sky
568,Batemans Bay,AU,-35.72,150.18,46.0,78,0,4.0,clear sky
569,Ilam,NP,26.92,87.92,78.8,88,75,1.12,thunderstorm
570,Mezen,RU,65.85,44.24,43.3,74,17,5.14,few clouds
571,Iranduba,BR,-3.28,-60.19,89.6,66,75,8.05,broken clouds
572,Margate,GB,51.38,1.39,61.0,79,79,5.01,broken clouds
573,Nacogdoches,US,31.6,-94.63,90.0,88,20,4.7,few clouds
574,Koumac,NC,-20.57,164.28,68.09,87,52,13.51,broken clouds
575,Ouallam,NE,14.32,2.09,89.49,50,96,12.66,overcast clouds
576,Amuntai,ID,-2.42,115.25,73.24,98,36,0.31,scattered clouds
577,Kandalaksha,RU,67.16,32.41,48.11,76,41,5.37,scattered clouds
578,The Valley,AI,18.22,-63.06,89.6,70,40,14.99,scattered clouds
579,Saint Anthony,US,45.02,-93.22,77.0,73,90,13.87,overcast clouds
580,Dogondoutchi,NE,13.64,4.03,84.16,62,87,7.25,overcast clouds
581,Santa Maria,BR,-29.68,-53.81,64.4,93,40,4.7,scattered clouds
582,Tungor,RU,53.38,142.96,47.79,93,89,7.05,overcast clouds
583,Aleksandrov Gay,RU,50.15,48.57,72.72,57,100,4.94,overcast clouds
584,Snasa,NO,64.25,12.38,57.2,67,53,8.05,broken clouds
585,Mitsamiouli,KM,-11.38,43.28,75.2,83,40,3.36,scattered clouds
586,Xining,CN,36.62,101.77,59.05,69,86,3.09,overcast clouds
587,Bac Lieu,VN,9.29,105.72,80.22,84,98,8.32,overcast clouds
588,Bela Vista,BR,-22.11,-56.52,93.52,27,2,7.23,clear sky
589,Abay,KZ,49.63,72.85,46.4,93,1,4.47,clear sky
590,Wuwei,CN,37.93,102.64,69.64,28,100,6.26,overcast clouds
591,Keokuk,US,40.4,-91.38,86.0,70,1,4.09,clear sky
592,Cusco,PE,-13.52,-71.98,69.8,14,20,5.82,few clouds
593,Assiniboia,CA,49.63,-105.98,67.77,36,0,9.93,clear sky
594,Bilibino,RU,68.05,166.44,37.31,80,88,4.12,overcast clouds
595,Benghazi,LY,32.12,20.07,80.51,70,0,12.75,clear sky
596,Jackson,US,42.42,-122.83,73.0,45,1,2.55,smoke
597,Garissa,KE,-0.45,39.64,79.43,57,9,23.51,clear sky
598,Hami,CN,42.8,93.45,70.3,34,99,3.98,overcast clouds
599,Sri Aman,MY,1.24,111.46,77.0,94,98,1.66,moderate rain
600,Saint-Pierre,RE,-21.34,55.48,73.4,69,75,4.7,broken clouds
601,Bay Roberts,CA,47.6,-53.26,66.99,55,29,19.3,scattered clouds
602,Omsukchan,RU,62.53,155.8,39.22,85,48,5.44,scattered clouds
603,Issenye,TZ,-2.0,34.33,75.09,49,81,6.89,broken clouds
604,Tubuala,PA,9.52,-79.03,84.99,70,40,3.36,scattered clouds
605,Jimalalud,PH,9.98,123.2,80.76,73,99,4.34,overcast clouds
606,Tecpan,GT,14.76,-90.99,73.99,69,75,9.17,broken clouds
607,Mayo,US,38.89,-76.51,91.0,62,75,3.36,broken clouds
608,Vung Tau,VN,10.35,107.08,81.9,82,92,14.38,overcast clouds
609,Dudinka,RU,69.41,86.18,59.0,62,99,4.47,overcast clouds
610,Khamanon,IN,30.82,76.35,80.6,78,75,2.24,broken clouds
611,Trairi,BR,-3.28,-39.27,84.07,57,35,18.48,scattered clouds
612,Kokkarion,GR,37.78,26.89,86.0,58,0,2.24,clear sky
613,Palu,ID,-0.89,119.87,74.88,80,22,2.75,few clouds
614,Amahai,ID,-3.33,128.92,82.99,85,95,4.0,light rain
615,Ystad,SE,55.43,13.82,59.0,93,90,8.05,overcast clouds
616,Eureka,US,40.8,-124.16,57.99,87,1,3.36,haze
617,Lahat,ID,-3.8,103.53,72.82,80,64,2.68,broken clouds
618,Sampit,ID,-2.53,112.95,73.13,97,73,2.75,broken clouds
619,Kuytun,RU,54.34,101.5,54.05,94,94,1.48,overcast clouds
620,Pandan,PH,14.05,124.17,81.14,83,100,6.11,overcast clouds
621,Srednekolymsk,RU,67.45,153.68,41.77,96,100,4.43,light rain
622,Roald,NO,62.58,6.13,57.99,76,75,16.11,broken clouds
623,Tsevie,TG,6.43,1.21,78.8,83,20,14.99,few clouds
624,Tiarei,PF,-17.53,-149.33,73.4,78,20,4.7,few clouds
625,Dryden,CA,49.78,-92.75,59.0,93,90,10.29,light rain
626,Sergeyevka,KZ,53.88,67.42,64.54,83,61,8.14,light rain
627,Boulder City,US,35.98,-114.83,99.0,7,1,9.6,clear sky
628,Meulaboh,ID,4.14,96.13,76.78,87,100,4.03,overcast clouds
629,Katherine,AU,-14.47,132.27,66.2,55,11,5.82,few clouds
630,Vakhrushev,RU,48.98,142.97,56.59,90,100,10.67,light rain
631,Balabac,PH,7.99,117.06,82.56,73,100,4.56,overcast clouds
632,Luan,CH,46.36,6.98,64.4,93,90,2.24,moderate rain
633,Ambilobe,MG,-13.2,49.05,69.51,77,4,4.21,clear sky
634,Florence,IT,43.77,11.25,87.8,48,4,9.17,clear sky
635,Srivardhan,IN,18.03,73.02,79.32,84,100,3.62,overcast clouds
636,Ulsteinvik,NO,62.34,5.85,60.8,63,75,10.29,broken clouds
637,Nanakuli,US,21.39,-158.15,75.2,83,90,4.7,overcast clouds
638,Muli,MV,2.92,73.57,82.53,73,100,12.03,overcast clouds
639,Grants,US,35.15,-107.85,78.8,27,1,3.36,clear sky
640,Artvin,TR,41.17,41.83,69.8,94,61,4.7,broken clouds
641,Kavaratti,IN,10.57,72.64,82.38,78,90,8.25,overcast clouds
642,Ayan,RU,56.45,138.17,53.83,59,0,13.38,clear sky
643,Hereford,GB,52.06,-2.71,55.0,95,100,9.98,overcast clouds
644,Morogoro,TZ,-6.82,37.67,80.6,54,20,17.22,few clouds
645,Boo,SE,59.33,18.28,62.6,59,40,5.82,scattered clouds
646,Maldonado,UY,-34.67,-54.92,63.0,88,75,3.36,broken clouds
647,Evensk,RU,61.95,159.23,44.51,80,56,9.13,broken clouds
648,Luganville,VU,-15.53,167.17,76.51,89,92,12.24,moderate rain
649,Hauterive,FR,46.09,3.45,68.0,60,75,13.87,broken clouds
650,Conakry,GN,9.54,-13.68,80.6,88,75,11.41,broken clouds
651,Ponta Delgada,PT,37.73,-25.67,77.0,88,20,17.22,few clouds
652,Paamiut,GL,61.99,-49.67,47.5,95,100,7.99,moderate rain
653,Airai,TL,-8.93,125.41,55.49,80,13,3.96,few clouds
654,North Bend,US,43.41,-124.22,60.8,82,20,11.41,few clouds
655,Tirat Karmel,IL,32.76,34.97,81.0,80,0,3.0,clear sky
656,Balkanabat,TM,39.51,54.37,79.77,20,0,6.02,clear sky
657,Polunochnoye,RU,60.87,60.42,50.92,90,65,1.59,broken clouds
658,Huanren,CN,41.26,125.37,69.82,93,100,2.39,overcast clouds
659,Biskamzha,RU,53.45,89.53,53.28,90,100,2.13,light rain
660,Sur,OM,22.57,59.53,83.48,68,97,13.35,overcast clouds
661,Stornoway,GB,58.21,-6.39,55.0,76,40,17.22,scattered clouds
662,Acapulco,MX,16.86,-99.89,86.0,66,40,8.05,scattered clouds
663,Richards Bay,ZA,-28.78,32.04,67.98,73,69,5.88,broken clouds
664,Sirnak,TR,37.52,42.46,72.48,21,1,3.31,clear sky
665,Minudasht,IR,37.23,55.37,82.4,69,0,2.91,clear sky
666,Atar,MR,20.52,-13.05,107.55,14,30,5.93,scattered clouds
667,Gilbues,BR,-9.83,-45.34,96.46,16,42,5.44,scattered clouds
668,Birjand,IR,32.87,59.22,71.6,17,0,13.87,clear sky
669,Vostok,RU,46.49,135.88,61.47,100,100,5.39,light rain
670,Bose,IT,45.46,8.01,72.0,73,100,1.99,light rain
671,Belem De Sao Francisco,BR,-8.75,-38.97,90.82,22,87,11.32,overcast clouds
672,Port-Gentil,GA,-0.72,8.78,78.8,83,90,16.46,overcast clouds
673,Chicama,PE,-7.84,-79.15,73.9,53,15,11.27,few clouds
674,Kholodnyy,RU,62.72,147.95,29.93,97,89,3.04,overcast clouds
675,Dangriga,BZ,16.97,-88.23,93.99,79,75,8.05,broken clouds
676,Kendari,ID,-3.94,122.5,72.48,89,50,1.5,scattered clouds
677,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,79.75,69,83,8.08,broken clouds
678,Tocopilla,CL,-22.09,-70.2,66.74,53,16,12.33,few clouds
679,Coruripe,BR,-10.13,-36.18,78.04,77,91,11.1,overcast clouds
680,Garoua Boulai,CM,5.88,14.55,67.17,98,93,3.98,light rain
681,Nantucket,US,41.28,-70.1,75.2,73,1,11.41,clear sky
682,Hasaki,JP,35.73,140.83,79.0,94,20,4.7,few clouds
683,Varhaug,NO,58.61,5.65,59.0,86,70,9.22,broken clouds
684,Vizinga,RU,61.07,50.1,58.35,88,100,6.67,overcast clouds
685,Tanout,NE,14.97,8.89,88.66,46,86,10.25,overcast clouds
686,Nabire,ID,-3.37,135.48,76.57,88,98,4.9,light rain
687,Qena,EG,26.16,32.72,91.4,24,0,5.82,clear sky
688,Dossor,KZ,47.53,52.98,79.05,22,100,1.23,overcast clouds
689,Shiraz,IR,29.6,52.54,86.0,20,20,4.7,few clouds
690,Aitape,PG,-3.14,142.35,79.5,83,100,7.7,overcast clouds
691,Mbandaka,CD,0.05,18.26,71.49,89,70,3.38,broken clouds
692,Coahuayana,MX,18.73,-103.68,69.8,77,90,4.45,fog
693,Kabalo,CD,-6.05,26.92,86.74,37,27,2.08,scattered clouds
694,Ucluelet,CA,48.93,-125.55,62.01,93,40,5.82,scattered clouds
695,Broken Hill,AU,-31.95,141.43,48.2,46,0,11.41,clear sky
696,Olafsvik,IS,64.89,-23.71,51.8,83,100,15.39,overcast clouds
697,Wagar,SD,16.15,36.2,92.71,36,5,7.11,light rain
698,Jalu,LY,29.03,21.55,87.84,28,0,7.16,clear sky
699,Fuyang,CN,32.9,115.82,72.14,93,0,4.03,light rain
